曲线名称	日期	3月	6月	1年	3年	5年	7年	10年	30年
中债商业银行普通债收益率曲线(AAA)	2018-11-30	3.1469	3.2747	3.4538	3.7964	4.0226	4.2717	4.3274	4.7015
中债中短期票据收益率曲线(AAA)	2018-11-30	3.2172	3.3635	3.6355	3.9456	4.0877	4.3783	4.4353
中债国债收益率曲线	2018-11-29	2.4154	2.4696	2.4700	2.9956	3.1505	3.3601	3.3600	3.8907
中债商业银行普通债收益率曲线(AAA)	2018-11-29	3.1350	3.2745	3.4805	3.8037	4.0457	4.2759	4.3462	4.7203
中债中短期票据收益率曲线(AAA)	2018-11-29	3.2289	3.3644	3.6538	3.9529	4.1108	4.3825	4.4541
中债国债收益率曲线	2018-11-28	2.3795	2.4946	2.4800	3.0015	3.1894	3.3799	3.3700	3.9157
中债商业银行普通债收益率曲线(AAA)	2018-11-28	3.1501	3.2836	3.4823	3.8219	4.0284	4.2791	4.3464	4.7205
中债中短期票据收益率曲线(AAA)	2018-11-28	3.2289	3.3827	3.6439	3.9627	4.0935	4.3857	4.4543
中债国债收益率曲线	2018-11-27	2.3271	2.4598	2.4950	3.0108	3.1790	3.3900	3.4000	3.9307
中债商业银行普通债收益率曲线(AAA)	2018-11-27	3.1300	3.2955	3.4719	3.8142	3.9992	4.2840	4.3502	4.7233
中债中短期票据收益率曲线(AAA)	2018-11-27	3.2243	3.3639	3.6061	3.9536	4.0643	4.3906	4.4581
中债国债收益率曲线	2018-11-26	2.3225	2.4494	2.5007	3.0098	3.1756	3.3868	3.4151	3.9332
中债商业银行普通债收益率曲线(AAA)	2018-11-26	3.1230	3.2774	3.4686	3.8167	3.9966	4.2801	4.3463	4.6994
中债中短期票据收益率曲线(AAA)	2018-11-26	3.2209	3.3383	3.6076	3.9315	4.0617	4.3867	4.4542
中债国债收益率曲线	2018-11-23	2.2864	2.4853	2.5115	3.0132	3.1853	3.3903	3.3917	3.9204
中债商业银行普通债收益率曲线(AAA)	2018-11-23	3.1101	3.2846	3.4612	3.8063	3.9689	4.2813	4.3475	4.6966
中债中短期票据收益率曲线(AAA)	2018-11-23	3.2766	3.3409	3.6003	3.9211	4.0340	4.3879	4.4554
中债国债收益率曲线	2018-11-22	2.3572	2.5187	2.4892	3.0186	3.1897	3.3821	3.3917	3.8904
中债商业银行普通债收益率曲线(AAA)	2018-11-22	3.1002	3.3034	3.4710	3.7964	3.9429	4.2801	4.3467	4.6958
中债中短期票据收益率曲线(AAA)	2018-11-22	3.3017	3.3505	3.5995	3.8912	4.0080	4.3867	4.4546
中债国债收益率曲线	2018-11-21	2.3350	2.4881	2.4968	3.0166	3.1787	3.3701	3.3716	3.8804
中债商业银行普通债收益率曲线(AAA)	2018-11-21	3.0986	3.2832	3.5001	3.7881	3.9234	4.2955	4.3493	4.6984
中债中短期票据收益率曲线(AAA)	2018-11-21	3.2583	3.3517	3.5974	3.8841	3.9885	4.4021	4.4572
中债国债收益率曲线	2018-11-20	2.3140	2.5104	2.5191	3.0247	3.1779	3.3800	3.3771	3.9004
中债商业银行普通债收益率曲线(AAA)	2018-11-20	3.1036	3.3072	3.5107	3.7897	3.9482	4.3087	4.3449	4.6940
中债中短期票据收益率曲线(AAA)	2018-11-20	3.2186	3.3694	3.6074	3.8857	4.0133	4.4153	4.4528
中债国债收益率曲线	2018-11-19	2.2735	2.4938	2.5092	3.0077	3.1521	3.3590	3.3772	3.8604
中债商业银行普通债收益率曲线(AAA)	2018-11-19	3.1355	3.2905	3.4526	3.8005	3.9818	4.3060	4.3422	4.6913
中债中短期票据收益率曲线(AAA)	2018-11-19	3.1461	3.3863	3.5995	3.8879	4.0469	4.4126	4.4501
中债国债收益率曲线	2018-11-16	2.2162	2.4826	2.5080	2.9810	3.1270	3.3503	3.3515	3.8704
中债商业银行普通债收益率曲线(AAA)	2018-11-16	3.1227	3.3021	3.5100	3.8351	4.0547	4.3383	4.3745	4.7236
中债中短期票据收益率曲线(AAA)	2018-11-16	3.1487	3.3787	3.6219	3.9197	4.1198	4.4449	4.4825
中债国债收益率曲线	2018-11-15	2.2552	2.5027	2.5092	2.9897	3.1359	3.3950	3.3915	3.9504
中债商业银行普通债收益率曲线(AAA)	2018-11-15	3.0823	3.2848	3.5517	3.8525	4.0979	4.3774	4.4137	4.7627
中债中短期票据收益率曲线(AAA)	2018-11-15	3.1867	3.4100	3.6245	3.9368	4.1630	4.4840	4.5216
中债国债收益率曲线	2018-11-14	2.2178	2.5501	2.5590	2.9891	3.1367	3.4037	3.4218	4.0004
中债商业银行普通债收益率曲线(AAA)	2018-11-14	3.0838	3.2863	3.5100	3.8861	4.1026	4.3821	4.4183	4.7674
中债中短期票据收益率曲线(AAA)	2018-11-14	3.2372	3.3839	3.6443	3.9484	4.1677	4.4887	4.5262
中债国债收益率曲线	2018-11-13	2.2050	2.5217	2.5913	3.0706	3.2471	3.4623	3.4740	4.0254
中债商业银行普通债收益率曲线(AAA)	2018-11-13	3.1019	3.3235	3.5418	3.9222	4.1287	4.4082	4.4445	4.7935
中债中短期票据收益率曲线(AAA)	2018-11-13	3.2396	3.4027	3.6654	3.9918	4.1938	4.5148	4.5524
中债国债收益率曲线	2018-11-12	2.2025	2.5303	2.6123	3.0953	3.2665	3.4727	3.4865	4.0379
中债商业银行普通债收益率曲线(AAA)	2018-11-12	3.0945	3.3064	3.5547	3.9318	4.1318	4.4228	4.4590	4.8081
中债中短期票据收益率曲线(AAA)	2018-11-12	3.2500	3.4334	3.6617	3.9900	4.1969	4.5294	4.5669
中债国债收益率曲线	2018-11-09	2.2511	2.5164	2.6586	3.0866	3.2710	3.4710	3.4763	4.0404
中债商业银行普通债收益率曲线(AAA)	2018-11-09	3.1202	3.2749	3.5201	3.9198	4.1329	4.4266	4.4541	4.8031
中债中短期票据收益率曲线(AAA)	2018-11-09	3.2468	3.4193	3.6467	3.9882	4.2149	4.5332	4.5620
中债国债收益率曲线	2018-11-08	2.2761	2.6281	2.6771	3.0956	3.2885	3.4759	3.4813	4.0404
中债商业银行普通债收益率曲线(AAA)	2018-11-08	3.0418	3.2718	3.5206	3.9318	4.1458	4.4230	4.4505	4.8125
中债中短期票据收益率曲线(AAA)	2018-11-08	3.2189	3.4057	3.6441	4.0008	4.2278	4.5296	4.5584
中债国债收益率曲线	2018-11-07	2.2791	2.6545	2.7269	3.1139	3.2954	3.4801	3.4813	4.0404
中债商业银行普通债收益率曲线(AAA)	2018-11-07	3.0300	3.2647	3.5300	3.9286	4.1364	4.4475	4.4750	4.8121
中债中短期票据收益率曲线(AAA)	2018-11-07	3.2512	3.3564	3.6768	3.9858	4.2297	4.5542	4.5829
中债国债收益率曲线	2018-11-06	2.2838	2.6692	2.7516	3.1641	3.3143	3.5016	3.5113	4.0604
中债商业银行普通债收益率曲线(AAA)	2018-11-06	3.0349	3.2600	3.5240	3.9286	4.1596	4.4625	4.4900	4.8271
中债中短期票据收益率曲线(AAA)	2018-11-06	3.2568	3.3556	3.6849	4.0008	4.2529	4.5691	4.5979
中债国债收益率曲线	2018-11-05	2.2802	2.6836	2.7763	3.1882	3.3238	3.5230	3.5312	4.0704
中债商业银行普通债收益率曲线(AAA)	2018-11-05	3.0381	3.3010	3.5240	3.9226	4.1640	4.4651	4.4926	4.8312
中债中短期票据收益率曲线(AAA)	2018-11-05	3.2784	3.3820	3.6881	4.0011	4.2758	4.5718	4.6005
中债国债收益率曲线	2018-11-02	2.2976	2.6625	2.7863	3.1915	3.3229	3.5366	3.5461	4.0728
中债商业银行普通债收益率曲线(AAA)	2018-11-02	3.0723	3.3308	3.5117	3.9271	4.1476	4.4625	4.4948	4.8334
中债中短期票据收益率曲线(AAA)	2018-11-02	3.2887	3.3675	3.6533	3.9956	4.2594	4.5690	4.6027
中债国债收益率曲线	2018-11-01	2.3114	2.6138	2.7858	3.1806	3.3076	3.5000	3.4936	4.0428
中债商业银行普通债收益率曲线(AAA)	2018-11-01	3.0414	3.2927	3.5003	3.9306	4.1259	4.4594	4.4918	4.8334
中债中短期票据收益率曲线(AAA)	2018-11-01	3.2489	3.3415	3.6337	3.9708	4.2377	4.5661	4.5997
中债国债收益率曲线	2018-10-31	2.3212	2.6255	2.8054	3.1595	3.3129	3.5054	3.5086	4.0552
中债商业银行普通债收益率曲线(AAA)	2018-10-31	3.1007	3.2969	3.5260	3.9417	4.1430	4.4766	4.5089	4.8335
中债中短期票据收益率曲线(AAA)	2018-10-31	3.2489	3.3541	3.6328	3.9945	4.2548	4.5831	4.6168
中债国债收益率曲线	2018-10-30	2.2471	2.4071	2.8054	3.1385	3.3080	3.5065	3.5161	4.0577
中债商业银行普通债收益率曲线(AAA)	2018-10-30	3.0496	3.2762	3.5218	3.9506	4.1760	4.4896	4.5139	4.8365
中债中短期票据收益率曲线(AAA)	2018-10-30	3.2489	3.3909	3.6320	3.9919	4.2678	4.5961	4.6218
中债国债收益率曲线	2018-10-29	2.2845	2.4202	2.8203	3.1479	3.3126	3.5015	3.5111	4.0800
中债商业银行普通债收益率曲线(AAA)	2018-10-29	3.0648	3.2465	3.5301	3.9337	4.1987	4.5123	4.5396	4.8622
中债中短期票据收益率曲线(AAA)	2018-10-29	3.2588	3.3881	3.6311	4.0107	4.2905	4.6189	4.6475
中债国债收益率曲线	2018-10-26	2.2697	2.4189	2.8440	3.1919	3.3417	3.5271	3.5410	4.0802
中债商业银行普通债收益率曲线(AAA)	2018-10-26	3.0555	3.2830	3.5331	3.9478	4.2166	4.5372	4.5645	4.8618
中债中短期票据收益率曲线(AAA)	2018-10-26	3.2263	3.4144	3.6357	4.0311	4.3084	4.6438	4.6724
中债国债收益率曲线	2018-10-25	2.2795	2.4225	2.8562	3.1913	3.3516	3.5400	3.5409	4.0802
中债商业银行普通债收益率曲线(AAA)	2018-10-25	3.0937	3.3276	3.5105	3.9584	4.2193	4.5372	4.5644	4.8878
中债中短期票据收益率曲线(AAA)	2018-10-25	3.2288	3.4123	3.6358	4.0424	4.3082	4.6438	4.6722
中债国债收益率曲线	2018-10-24	2.3093	2.4347	2.8562	3.1960	3.3664	3.5500	3.5409	4.1002
中债商业银行普通债收益率曲线(AAA)	2018-10-24	3.1763	3.3223	3.5973	3.9853	4.2240	4.5405	4.5742	4.9067
中债中短期票据收益率曲线(AAA)	2018-10-24	3.2275	3.3755	3.6257	4.0374	4.3065	4.6470	4.6821
中债国债收益率曲线	2018-10-23	2.2686	2.4131	2.8879	3.2077	3.3762	3.5613	3.5709	4.1299
中债商业银行普通债收益率曲线(AAA)	2018-10-23	3.0628	3.3227	3.5717	4.0029	4.2017	4.5711	4.6037	4.9357
中债中短期票据收益率曲线(AAA)	2018-10-23	3.1881	3.3355	3.6112	4.0513	4.2842	4.6778	4.7116
中债国债收益率曲线	2018-10-22	2.2675	2.4130	2.9027	3.1994	3.3860	3.5725	3.5910	4.1302
中债商业银行普通债收益率曲线(AAA)	2018-10-22	2.9485	3.3466	3.5515	3.9811	4.1934	4.5597	4.5938	4.9156
中债中短期票据收益率曲线(AAA)	2018-10-22	3.1910	3.2829	3.6161	4.0544	4.2511	4.6663	4.7017
中债国债收益率曲线	2018-10-19	2.2023	2.3530	2.9027	3.1882	3.3602	3.5562	3.5658	4.1152
中债商业银行普通债收益率曲线(AAA)	2018-10-19	2.9879	3.3467	3.5105	3.9705	4.1938	4.5535	4.5841	4.9204
中债中短期票据收益率曲线(AAA)	2018-10-19	3.0765	3.2825	3.6207	4.0378	4.2515	4.6601	4.6920
中债国债收益率曲线	2018-10-18	2.1413	2.3566	2.9027	3.1902	3.3600	3.5500	3.5508	4.1402
中债商业银行普通债收益率曲线(AAA)	2018-10-18	2.9703	3.2926	3.5281	3.9625	4.2324	4.5637	4.5943	4.9348
中债中短期票据收益率曲线(AAA)	2018-10-18	3.0908	3.3527	3.6218	4.0120	4.2901	4.6704	4.7023
中债国债收益率曲线	2018-10-17	2.0055	2.3595	2.9027	3.2024	3.4094	3.5800	3.5807	4.1552
中债商业银行普通债收益率曲线(AAA)	2018-10-17	2.8601	3.3114	3.4902	3.9607	4.2498	4.5709	4.5988	4.9328
中债中短期票据收益率曲线(AAA)	2018-10-17	3.1451	3.3082	3.6367	4.0117	4.3075	4.6775	4.7066
中债国债收益率曲线	2018-10-16	1.9526	2.3055	2.8902	3.2072	3.4084	3.5800	3.5757	4.1602
中债商业银行普通债收益率曲线(AAA)	2018-10-16	2.8205	3.3490	3.5016	3.9307	4.2424	4.5782	4.6212	4.9721
中债中短期票据收益率曲线(AAA)	2018-10-16	3.1784	3.2904	3.5968	4.0114	4.3301	4.6848	4.7271
中债国债收益率曲线	2018-10-15	1.9279	2.2415	2.8800	3.2068	3.4031	3.5900	3.5857	4.1652
中债商业银行普通债收益率曲线(AAA)	2018-10-15	2.7879	3.2485	3.4546	3.9439	4.2424	4.5781	4.6211	4.9921
中债中短期票据收益率曲线(AAA)	2018-10-15	3.1656	3.3249	3.5958	4.0215	4.3301	4.6848	4.7271
中债国债收益率曲线	2018-10-12	1.9269	2.2448	2.8904	3.2081	3.3964	3.5876	3.5831	4.1524
中债商业银行普通债收益率曲线(AAA)	2018-10-12	2.8870	3.2724	3.4513	3.9504	4.2391	4.5729	4.6245	5.0040
中债中短期票据收益率曲线(AAA)	2018-10-12	3.1521	3.3330	3.5967	4.0406	4.3268	4.6796	4.7305
中债国债收益率曲线	2018-10-11	1.8662	2.5528	2.8902	3.1976	3.4077	3.5800	3.5806	4.1524
中债商业银行普通债收益率曲线(AAA)	2018-10-11	2.9249	3.2749	3.4963	3.9525	4.2693	4.5819	4.6434	5.0252
中债中短期票据收益率曲线(AAA)	2018-10-11	3.1563	3.3739	3.6503	4.0932	4.3509	4.6886	4.7474
中债国债收益率曲线	2018-10-10	1.8246	2.5313	2.9395	3.2303	3.4370	3.6105	3.6156	4.1801
中债商业银行普通债收益率曲线(AAA)	2018-10-10	2.7798	3.2200	3.4792	3.9772	4.3309	4.5967	4.6672	5.0489
中债中短期票据收益率曲线(AAA)	2018-10-10	3.1528	3.4184	3.6511	4.1287	4.4125	4.7035	4.7712
中债国债收益率曲线	2018-10-09	1.8740	2.5442	2.9388	3.2803	3.4442	3.6200	3.6156	4.1801
中债商业银行普通债收益率曲线(AAA)	2018-10-09	2.8999	3.1691	3.4542	4.0172	4.3810	4.6090	4.6739	5.0596
中债中短期票据收益率曲线(AAA)	2018-10-09	3.1468	3.4615	3.6662	4.1607	4.4526	4.7158	4.7779
中债国债收益率曲线	2018-10-08	2.0648	2.6043	2.9579	3.2884	3.4431	3.6250	3.6155	4.1801
中债商业银行普通债收益率曲线(AAA)	2018-10-08	2.5805	3.2783	3.5056	4.0109	4.3805	4.6175	4.6823	5.0820
中债中短期票据收益率曲线(AAA)	2018-10-08	3.0416	3.4609	3.6590	4.1740	4.4727	4.7242	4.7863
中债国债收益率曲线	2018-09-30	2.2235	2.6189	2.9657	3.2808	3.4565	3.6201	3.6103	4.1750
中债商业银行普通债收益率曲线(AAA)	2018-09-30	2.8458	3.2940	3.5509	4.0458	4.3814	4.6407	4.7064	5.0660
中债中短期票据收益率曲线(AAA)	2018-09-30	3.0460	3.5008	3.6931	4.1821	4.4685	4.7474	4.8104
中债国债收益率曲线	2018-09-29	2.2225	2.6169	2.9900	3.2791	3.4513	3.6199	3.6104	4.1751
中债商业银行普通债收益率曲线(AAA)	2018-09-29	2.8115	3.2646	3.5594	4.0327	4.3783	4.6374	4.7031	5.0627
中债中短期票据收益率曲线(AAA)	2018-09-29	3.0372	3.4736	3.7035	4.1687	4.4654	4.7441	4.8071
中债国债收益率曲线	2018-09-28	2.2195	2.6581	3.0038	3.2791	3.4401	3.6200	3.6153	4.1801
中债商业银行普通债收益率曲线(AAA)	2018-09-28	2.7636	3.3146	3.5500	4.0319	4.3757	4.6348	4.7005	5.0601
中债中短期票据收益率曲线(AAA)	2018-09-28	2.9704	3.4577	3.7004	4.1659	4.4628	4.7415	4.8045
中债国债收益率曲线	2018-09-27	2.1243	2.6180	3.0177	3.2932	3.4702	3.6203	3.6253	4.1801
中债商业银行普通债收益率曲线(AAA)	2018-09-27	2.7783	3.3637	3.5502	4.0417	4.3970	4.6310	4.7102	5.0599
中债中短期票据收益率曲线(AAA)	2018-09-27	2.9662	3.4623	3.7029	4.1893	4.5026	4.7377	4.8142
中债国债收益率曲线	2018-09-26	2.0916	2.6380	3.0251	3.3092	3.4799	3.6476	3.6503	4.1926
中债商业银行普通债收益率曲线(AAA)	2018-09-26	2.7739	3.3800	3.6060	4.0853	4.4180	4.6421	4.7213	5.0601
中债中短期票据收益率曲线(AAA)	2018-09-26	2.9159	3.3995	3.7099	4.2228	4.5236	4.7488	4.8253
中债国债收益率曲线	2018-09-25	2.0893	2.6165	3.0271	3.3245	3.4995	3.6608	3.6754	4.2051
中债商业银行普通债收益率曲线(AAA)	2018-09-25	2.7245	3.2915	3.5851	4.1014	4.4327	4.6447	4.7265	5.0427
中债中短期票据收益率曲线(AAA)	2018-09-25	2.8729	3.3968	3.7262	4.2250	4.5383	4.7514	4.8306
中债国债收益率曲线	2018-09-21	2.0734	2.6087	3.0266	3.3510	3.5072	3.6654	3.6752	4.2101
中债商业银行普通债收益率曲线(AAA)	2018-09-21	2.7005	3.2718	3.5310	4.0973	4.4361	4.6226	4.7044	5.0506
中债中短期票据收益率曲线(AAA)	2018-09-21	2.8532	3.3666	3.7065	4.2309	4.5417	4.7293	4.8085
中债国债收益率曲线	2018-09-20	2.0526	2.6292	3.0314	3.3633	3.5172	3.6856	3.7003	4.2251
中债商业银行普通债收益率曲线(AAA)	2018-09-20	2.7047	3.2780	3.5202	4.1095	4.4429	4.6326	4.7144	5.0556
中债中短期票据收益率曲线(AAA)	2018-09-20	2.8501	3.3915	3.7186	4.2215	4.5562	4.7393	4.8185
中债国债收益率曲线	2018-09-19	2.1061	2.6144	3.0102	3.3544	3.5017	3.6677	3.6727	4.2251
中债商业银行普通债收益率曲线(AAA)	2018-09-19	2.6652	3.2720	3.4997	4.0996	4.4227	4.6258	4.7076	5.0508
中债中短期票据收益率曲线(AAA)	2018-09-19	2.8974	3.4251	3.6828	4.2284	4.5359	4.7325	4.8117
中债国债收益率曲线	2018-09-18	2.1222	2.6174	2.8793	3.3554	3.4905	3.6550	3.6452	4.2201
中债商业银行普通债收益率曲线(AAA)	2018-09-18	2.6502	3.2447	3.5097	4.1466	4.4347	4.6368	4.7186	5.0608
中债中短期票据收益率曲线(AAA)	2018-09-18	2.8628	3.3737	3.6984	4.2269	4.5479	4.7435	4.8227
中债国债收益率曲线	2018-09-17	2.1042	2.6401	2.8636	3.3569	3.4779	3.6450	3.6327	4.2201
中债商业银行普通债收益率曲线(AAA)	2018-09-17	2.6417	3.2458	3.5203	4.1637	4.4470	4.6430	4.7248	5.0608
中债中短期票据收益率曲线(AAA)	2018-09-17	2.8536	3.3729	3.6930	4.2346	4.5603	4.7497	4.8289
中债国债收益率曲线	2018-09-14	2.1334	2.6210	2.8623	3.3678	3.4977	3.6500	3.6351	4.2276
中债商业银行普通债收益率曲线(AAA)	2018-09-14	2.6078	3.2697	3.5082	4.1695	4.4533	4.6593	4.7511	5.0659
中债中短期票据收益率曲线(AAA)	2018-09-14	2.8495	3.3996	3.6818	4.2560	4.5766	4.7660	4.8552
中债国债收益率曲线	2018-09-13	2.1461	2.6177	2.8592	3.3804	3.5014	3.6600	3.6526	4.2451
中债商业银行普通债收益率曲线(AAA)	2018-09-13	2.7006	3.2901	3.5587	4.1747	4.4535	4.6637	4.7554	5.0671
中债中短期票据收益率曲线(AAA)	2018-09-13	2.9034	3.4508	3.7028	4.2775	4.5601	4.7703	4.8596
中债国债收益率曲线	2018-09-12	2.1506	2.6429	2.8490	3.4155	3.5185	3.6750	3.6551	4.2501
中债商业银行普通债收益率曲线(AAA)	2018-09-12	2.7509	3.3322	3.5792	4.1851	4.4499	4.6625	4.7542	5.0658
中债中短期票据收益率曲线(AAA)	2018-09-12	2.9006	3.4728	3.7256	4.2927	4.5564	4.7691	4.8583
中债国债收益率曲线	2018-09-11	2.1321	2.6170	2.8457	3.4186	3.5070	3.6750	3.6751	4.2601
中债商业银行普通债收益率曲线(AAA)	2018-09-11	2.7194	3.3427	3.5527	4.1887	4.4487	4.6532	4.7449	5.0660
中债中短期票据收益率曲线(AAA)	2018-09-11	2.9356	3.4683	3.7130	4.2766	4.5619	4.7598	4.8490
中债国债收益率曲线	2018-09-10	2.1274	2.6050	2.8407	3.3947	3.4793	3.6600	3.6551	4.2501
中债商业银行普通债收益率曲线(AAA)	2018-09-10	2.6837	3.2950	3.5700	4.1480	4.4129	4.6173	4.7091	5.0700
中债中短期票据收益率曲线(AAA)	2018-09-10	2.9584	3.4247	3.7074	4.2477	4.5361	4.7340	4.8232
中债国债收益率曲线	2018-09-07	2.1330	2.5438	2.8438	3.3607	3.4366	3.6300	3.6301	4.2101
中债商业银行普通债收益率曲线(AAA)	2018-09-07	2.7008	3.2783	3.5137	4.1468	4.3983	4.6150	4.7069	5.0677
中债中短期票据收益率曲线(AAA)	2018-09-07	2.8984	3.4127	3.6805	4.2206	4.4814	4.7317	4.8210
中债国债收益率曲线	2018-09-06	2.1318	2.5797	2.8414	3.3486	3.4268	3.6247	3.6101	4.2001
中债商业银行普通债收益率曲线(AAA)	2018-09-06	2.7001	3.2055	3.5191	4.1164	4.4057	4.6141	4.7060	5.0668
中债中短期票据收益率曲线(AAA)	2018-09-06	2.9556	3.3855	3.6582	4.1983	4.4821	4.7308	4.8201
中债国债收益率曲线	2018-09-05	2.1407	2.5728	2.8470	3.3392	3.4114	3.6198	3.6101	4.2001
中债商业银行普通债收益率曲线(AAA)	2018-09-05	2.6049	3.1468	3.4300	4.0913	4.4043	4.6141	4.7060	5.0768
中债中短期票据收益率曲线(AAA)	2018-09-05	2.8889	3.3790	3.6549	4.1720	4.4823	4.7308	4.8201
中债国债收益率曲线	2018-09-04	2.1401	2.6220	2.8476	3.3317	3.3959	3.6149	3.6101	4.2026
中债商业银行普通债收益率曲线(AAA)	2018-09-04	2.7100	3.2292	3.4872	4.0788	4.3905	4.6461	4.7369	5.1073
中债中短期票据收益率曲线(AAA)	2018-09-04	2.9048	3.4178	3.6548	4.1727	4.4685	4.7628	4.8510
中债国债收益率曲线	2018-09-03	2.1300	2.6230	2.8387	3.3132	3.3651	3.5911	3.5951	4.1951
中债商业银行普通债收益率曲线(AAA)	2018-09-03	2.7621	3.2217	3.5061	4.0698	4.3877	4.6367	4.7369	5.1005
中债中短期票据收益率曲线(AAA)	2018-09-03	2.9952	3.4350	3.6749	4.1597	4.4372	4.7535	4.8510
中债国债收益率曲线	2018-08-31	2.1205	2.6418	2.8451	3.2727	3.3462	3.5711	3.5751	4.1750
中债商业银行普通债收益率曲线(AAA)	2018-08-31	2.7904	3.2197	3.4363	4.0777	4.3877	4.6368	4.7370	5.1006
中债中短期票据收益率曲线(AAA)	2018-08-31	3.0106	3.4653	3.6840	4.1507	4.4374	4.7536	4.8511
中债国债收益率曲线	2018-08-30	2.1427	2.6483	2.8344	3.2954	3.3704	3.5680	3.5801	4.1801
中债商业银行普通债收益率曲线(AAA)	2018-08-30	2.7950	3.2987	3.4994	4.0932	4.3931	4.6344	4.7397	5.1157
中债中短期票据收益率曲线(AAA)	2018-08-30	2.9902	3.4197	3.6839	4.1507	4.4719	4.7678	4.8653
中债国债收益率曲线	2018-08-29	2.1451	2.6733	2.8593	3.3028	3.4022	3.5940	3.6101	4.1951
中债商业银行普通债收益率曲线(AAA)	2018-08-29	2.8792	3.3523	3.5316	4.1294	4.3609	4.6569	4.7598	5.1383
中债中短期票据收益率曲线(AAA)	2018-08-29	3.0394	3.4484	3.7387	4.1612	4.4808	4.7905	4.8854
中债国债收益率曲线	2018-08-28	2.1477	2.6707	2.8670	3.3115	3.4066	3.5939	3.6101	4.1851
中债商业银行普通债收益率曲线(AAA)	2018-08-28	2.9362	3.3983	3.5330	4.1368	4.3582	4.6881	4.7547	5.1458
中债中短期票据收益率曲线(AAA)	2018-08-28	3.0950	3.4689	3.7161	4.1525	4.4781	4.8217	4.8803
中债国债收益率曲线	2018-08-27	2.1421	2.6681	2.8545	3.3029	3.4068	3.5875	3.6303	4.1950
中债商业银行普通债收益率曲线(AAA)	2018-08-27	2.7941	3.3766	3.5329	4.0968	4.3297	4.6560	4.7448	5.1406
中债中短期票据收益率曲线(AAA)	2018-08-27	3.1171	3.4694	3.6664	4.1298	4.4496	4.7896	4.8704
中债国债收益率曲线	2018-08-24	2.1728	2.6943	2.8376	3.2934	3.4066	3.5722	3.6278	4.1900
中债商业银行普通债收益率曲线(AAA)	2018-08-24	2.7552	3.3574	3.4415	4.0817	4.3355	4.6738	4.7447	5.1329
中债中短期票据收益率曲线(AAA)	2018-08-24	3.1097	3.4454	3.6360	4.1516	4.4554	4.7996	4.8703
中债国债收益率曲线	2018-08-23	2.1759	2.6921	2.8791	3.2745	3.4089	3.5751	3.6101	4.1900
中债商业银行普通债收益率曲线(AAA)	2018-08-23	2.8523	3.3590	3.5262	4.0807	4.3464	4.6863	4.7458	5.1520
中债中短期票据收益率曲线(AAA)	2018-08-23	3.0295	3.4458	3.7171	4.1616	4.4663	4.8121	4.8714
中债国债收益率曲线	2018-08-22	2.2102	2.7208	2.9034	3.3255	3.4584	3.5850	3.6075	4.1998
中债商业银行普通债收益率曲线(AAA)	2018-08-22	2.9500	3.3806	3.5760	4.1311	4.3464	4.6758	4.7009	5.1620
中债中短期票据收益率曲线(AAA)	2018-08-22	3.0495	3.4134	3.7418	4.2015	4.4663	4.8016	4.8265
中债国债收益率曲线	2018-08-21	2.2086	2.7210	2.9432	3.3476	3.4672	3.6054	3.6300	4.2100
中债商业银行普通债收益率曲线(AAA)	2018-08-21	2.9500	3.3300	3.5911	4.1577	4.3570	4.6312	4.6457	5.1720
中债中短期票据收益率曲线(AAA)	2018-08-21	3.1450	3.4557	3.7932	4.2079	4.4816	4.7570	4.7765
中债国债收益率曲线	2018-08-20	2.1642	2.7189	2.9004	3.2928	3.4179	3.5892	3.6326	4.2138
中债商业银行普通债收益率曲线(AAA)	2018-08-20	2.8520	3.2482	3.5524	4.1244	4.3096	4.6097	4.6242	5.1725
中债中短期票据收益率曲线(AAA)	2018-08-20	3.2162	3.4660	3.7532	4.1541	4.4441	4.7355	4.7550
中债国债收益率曲线	2018-08-17	2.1159	2.6765	2.8833	3.2831	3.3851	3.5748	3.6524	4.2250
