2015年8月9日	4,073.54	3,947.47	4,113.16	3,932.84	1.38M	4.26%
2015年8月2日	3,906.94	3,766.07	3,962.28	3,742.58	997.15K	2.36%
2015年7月26日	3,816.70	4,097.80	4,156.31	3,627.42	1.52M	-8.61%
2015年7月19日	4,176.28	4,157.06	4,299.65	4,081.70	1.74M	0.60%
2015年7月12日	4,151.50	4,132.23	4,278.16	3,856.32	2.04M	1.09%
2015年7月5日	4,106.56	4,218.27	4,218.27	3,537.83	2.91M	5.68%
2015年6月28日	3,885.92	4,446.84	4,526.13	3,785.90	2.37M	-10.38%
2015年6月21日	4,336.19	4,641.42	4,919.26	4,278.68	1.69M	-6.49%
2015年6月14日	4,637.05	5,354.01	5,362.45	4,634.69	2.01M	-13.08%
2015年6月7日	5,335.12	5,259.41	5,380.43	5,202.59	2.47M	2.00%
2015年5月31日	5,230.55	4,862.76	5,288.34	4,835.77	2.27M	8.05%
2015年5月24日	4,840.83	4,949.11	5,226.84	4,665.52	2.42M	-2.23%
2015年5月17日	4,951.34	4,582.06	4,951.99	4,565.06	1.71M	7.23%
2015年5月10日	4,617.47	4,582.09	4,758.00	4,535.15	1.79M	1.30%
2015年5月3日	4,558.40	4,757.64	4,795.91	4,445.59	1.81M	-4.03%
2015年4月26日	4,749.89	4,753.87	4,839.08	4,695.79	1.92M	1.00%
2015年4月19日	4,702.64	4,615.03	4,782.04	4,492.60	2.67M	2.32%
2015年4月12日	4,596.14	4,394.05	4,630.27	4,335.63	2.32M	5.79%
2015年4月5日	4,344.42	4,213.89	4,351.69	4,197.02	1.66M	4.17%
2015年3月29日	4,170.54	3,999.02	4,170.56	3,999.02	1.85M	5.01%
2015年3月22日	3,971.70	3,923.08	3,993.03	3,883.78	1.89M	2.03%
2015年3月15日	3,892.57	3,641.77	3,916.86	3,621.12	1.86M	7.60%
2015年3月8日	3,617.66	3,449.70	3,641.39	3,417.49	1.13M	4.00%
2015年3月1日	3,478.52	3,603.45	3,608.69	3,467.68	1.11M	-2.64%
2015年2月22日	3,572.84	3,529.55	3,594.81	3,456.87	617.65K	1.43%
2015年2月15日	3,522.32	3,473.29	3,536.82	3,466.61	330.97K	1.51%
2015年2月8日	3,469.83	3,305.73	3,509.51	3,298.60	833.45K	4.75%
2015年2月1日	3,312.42	3,360.19	3,487.95	3,285.93	1.02M	-3.55%
2015年1月25日	3,434.39	3,580.12	3,616.26	3,431.94	1.15M	-3.85%
2015年1月18日	3,571.73	3,414.01	3,627.81	3,325.68	1.51M	-1.74%
2015年1月11日	3,635.15	3,531.51	3,662.16	3,461.32	1.17M	2.49%
2015年1月4日	3,546.72	3,566.09	3,689.75	3,536.39	1.84M	0.37%
2014年12月28日	3,533.70	3,502.18	3,542.34	3,405.84	1.10M	2.55%
2014年12月21日	3,445.84	3,396.25	3,455.21	3,188.49	1.93M	1.85%
2014年12月14日	3,383.17	3,176.83	3,397.18	3,143.30	1.86M	5.95%
2014年12月7日	3,193.23	3,108.27	3,387.83	3,058.19	2.21M	2.19%
2014年11月30日	3,124.89	2,825.61	3,195.80	2,804.29	2.14M	11.25%
2014年11月23日	2,808.82	2,614.16	2,809.54	2,602.94	1.39M	8.72%
2014年11月16日	2,583.45	2,613.51	2,614.09	2,522.84	680.74K	0.09%
2014年11月9日	2,581.09	2,529.83	2,607.52	2,514.71	1.12M	3.15%
2014年11月2日	2,502.15	2,515.82	2,541.55	2,482.98	972.95K	-0.25%
2014年10月26日	2,508.32	2,377.54	2,512.19	2,361.68	762.77K	4.92%
2014年10月19日	2,390.71	2,448.45	2,459.26	2,385.72	454.80K	-2.09%
2014年10月12日	2,441.73	2,457.41	2,480.30	2,410.40	685.72K	-1.02%
2014年10月5日	2,466.79	2,460.87	2,488.11	2,445.27	407.51K	0.64%
2014年9月28日	2,450.99	2,443.91	2,454.89	2,435.61	239.21K	0.57%
2014年9月21日	2,437.20	2,419.33	2,462.67	2,374.11	567.95K	0.49%
2014年9月14日	2,425.21	2,433.00	2,442.92	2,379.09	652.00K	-0.54%
2014年9月7日	2,438.36	2,452.23	2,461.47	2,412.62	469.51K	-0.45%
2014年8月31日	2,449.26	2,340.93	2,450.63	2,338.53	566.32K	4.75%
2014年8月24日	2,338.29	2,367.02	2,367.61	2,309.64	392.60K	-1.14%
2014年8月17日	2,365.36	2,366.27	2,379.80	2,333.30	512.16K	0.20%
2014年8月10日	2,360.64	2,338.01	2,370.51	2,333.12	485.43K	1.27%
2014年8月3日	2,331.13	2,336.63	2,380.77	2,319.29	548.39K	0.07%
2014年7月27日	2,329.40	2,272.38	2,371.50	2,272.38	674.47K	3.05%
2014年7月20日	2,260.45	2,164.22	2,260.89	2,158.95	435.34K	4.45%
2014年7月13日	2,164.14	2,149.54	2,183.25	2,145.28	344.46K	0.75%
2014年7月6日	2,148.01	2,178.55	2,186.20	2,134.80	280.11K	-1.41%
2014年6月29日	2,178.70	2,152.31	2,184.96	2,152.31	283.86K	1.32%
2014年6月22日	2,150.26	2,137.93	2,159.53	2,126.03	216.08K	0.63%
2014年6月15日	2,136.73	2,176.44	2,196.34	2,119.50	258.25K	-1.82%
2014年6月8日	2,176.24	2,128.22	2,183.64	2,126.66	234.66K	1.94%
2014年6月1日	2,134.72	2,157.64	2,168.99	2,117.31	156.02K	-1.01%
2014年5月25日	2,156.46	2,161.89	2,178.09	2,142.01	214.32K	0.37%
2014年5月18日	2,148.41	2,139.36	2,160.91	2,096.51	203.02K	0.11%
2014年5月11日	2,145.95	2,150.31	2,185.05	2,132.19	285.89K	0.56%
2014年5月4日	2,133.91	2,152.59	2,173.62	2,120.59	239.55K	-1.15%
2014年4月27日	2,158.66	2,165.77	2,171.39	2,131.78	154.03K	-0.42%
2014年4月20日	2,167.83	2,209.94	2,231.71	2,165.07	266.44K	-2.55%
2014年4月13日	2,224.48	2,267.94	2,275.83	2,203.05	281.25K	-2.03%
2014年4月6日	2,270.67	2,179.92	2,290.74	2,178.91	368.74K	3.90%
2014年3月30日	2,185.47	2,156.05	2,196.14	2,134.42	288.84K	1.56%
2014年3月23日	2,151.97	2,161.90	2,191.49	2,144.58	391.01K	-0.32%
2014年3月16日	2,158.80	2,132.79	2,163.22	2,077.76	338.72K	1.69%
2014年3月9日	2,122.84	2,149.68	2,149.68	2,088.73	326.95K	-2.10%
2014年3月2日	2,168.36	2,173.91	2,194.22	2,136.45	349.83K	-0.49%
2014年2月23日	2,178.97	2,246.72	2,246.72	2,133.55	427.22K	-3.77%
2014年2月16日	2,264.29	2,308.79	2,331.70	2,250.65	457.04K	-1.36%
2014年2月9日	2,295.57	2,221.54	2,307.47	2,221.54	422.19K	3.76%
2014年2月2日	2,212.48	2,187.34	2,212.50	2,177.12	50.46K	0.46%
2014年1月26日	2,202.45	2,233.01	2,233.26	2,200.22	217.47K	-1.93%
2014年1月19日	2,245.68	2,173.65	2,257.36	2,156.46	269.02K	3.08%
2014年1月12日	2,178.49	2,207.00	2,227.26	2,175.88	255.71K	-1.20%
2014年1月5日	2,204.85	2,286.37	2,286.37	2,200.22	271.56K	-3.75%
2013年12月29日	2,290.78	2,313.38	2,333.07	2,280.89	210.02K	-0.55%
2013年12月22日	2,303.48	2,283.80	2,315.18	2,259.57	240.07K	1.11%
2013年12月15日	2,278.14	2,408.68	2,412.73	2,278.10	266.38K	-5.34%
2013年12月8日	2,406.64	2,460.03	2,468.95	2,386.25	293.83K	-1.86%
2013年12月1日	2,452.29	2,423.97	2,486.64	2,397.01	440.58K	0.55%
2013年11月24日	2,438.94	2,385.78	2,460.56	2,380.41	353.09K	1.71%
2013年11月17日	2,397.96	2,367.88	2,435.43	2,361.04	423.68K	2.01%
2013年11月10日	2,350.73	2,305.94	2,377.21	2,279.01	301.98K	1.85%
2013年11月3日	2,307.95	2,397.21	2,404.90	2,306.04	286.27K	-3.23%
2013年10月27日	2,384.96	2,372.57	2,408.62	2,327.90	407.59K	0.69%
2013年10月20日	2,368.56	2,431.91	2,474.37	2,353.99	408.79K	-2.37%
2013年10月13日	2,426.05	2,472.27	2,483.13	2,407.78	409.75K	-1.72%
2013年10月6日	2,468.51	2,406.41	2,471.16	2,392.57	344.78K	2.47%
2013年9月29日	2,409.04	2,406.20	2,415.07	2,397.22	59.51K	0.59%
2013年9月22日	2,394.97	2,441.52	2,473.16	2,379.86	420.71K	-1.54%
2013年9月15日	2,432.51	2,501.08	2,503.69	2,407.24	275.88K	-2.27%
2013年9月8日	2,488.90	2,374.26	2,527.38	2,372.69	727.61K	5.56%
2013年9月1日	2,357.78	2,319.96	2,361.18	2,297.45	375.08K	1.90%
2013年8月25日	2,313.91	2,294.76	2,345.36	2,288.50	379.36K	1.18%
2013年8月18日	2,286.93	2,286.20	2,353.41	2,251.92	324.88K	-0.75%
2013年8月11日	2,304.14	2,296.22	2,423.08	2,293.18	434.52K	0.79%
2013年8月4日	2,286.01	2,249.98	2,313.88	2,243.22	319.84K	1.72%
2013年7月28日	2,247.26	2,205.08	2,274.71	2,162.98	281.62K	1.05%
2013年7月21日	2,224.01	2,170.09	2,276.74	2,159.81	312.40K	1.53%
2013年7月14日	2,190.48	2,289.76	2,336.04	2,188.75	335.72K	-3.73%
2013年7月7日	2,275.37	2,194.42	2,351.22	2,149.79	372.95K	2.18%
2013年6月30日	2,226.85	2,187.09	2,252.03	2,166.35	319.80K	1.19%
2013年6月23日	2,200.64	2,308.07	2,308.07	2,023.17	428.27K	-5.04%
2013年6月16日	2,317.39	2,422.76	2,427.53	2,269.57	267.28K	-4.11%
2013年6月9日	2,416.77	2,448.72	2,448.72	2,375.20	125.70K	-2.71%
2013年6月2日	2,484.16	2,605.97	2,625.94	2,475.69	285.26K	-4.69%
2013年5月26日	2,606.43	2,593.52	2,661.23	2,585.90	360.34K	0.35%
2013年5月19日	2,597.23	2,597.15	2,630.07	2,572.88	377.60K	0.20%
2013年5月12日	2,592.05	2,542.41	2,598.71	2,479.87	305.81K	2.02%
2013年5月5日	2,540.84	2,502.98	2,562.01	2,500.45	283.52K	1.92%
2013年4月28日	2,492.91	2,434.60	2,521.12	2,423.08	109.35K	1.86%
2013年4月21日	2,447.31	2,525.11	2,539.05	2,439.80	293.90K	-3.41%
2013年4月14日	2,533.83	2,453.97	2,542.45	2,416.62	264.90K	2.91%
2013年4月7日	2,462.11	2,443.24	2,508.59	2,429.50	236.10K	-0.86%
